% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=261133, Tue Aug 23 10:54:18 2022, <python>{}</python>
275 2750 0.016941012319194176 0 0 0.0007585677847394974 0.0871049720511102 0.003263030652291014 0.0011627042558498982 0.0553210482239454 0.0006291199003629197 0.0009318045269539746 0.0010355703443484892 0.0009036392329177404
276 2760 0.016279300420885996 0 0 0.0007168103982094008 0.08497839422120747 0.0031371296527783936 0.0010965758622737808 0.0535173636815117 0.0006031910205933575 0.0008897505608495403 0.0009786345848489925 0.0008507457836126766
277 2770 0.017138864629617768 0 0 0.0007539507070773906 0.09078200223938887 0.003238020154301215 0.0011524273901543389 0.05325840940451518 0.0006395900466438703 0.000949567569939585 0.0010238451423471256 0.00089818414340368
278 2780 0.016765914988737057 0 0 0.0007133255003219985 0.08974361589967744 0.003156711243637726 0.0010983152853923264 0.053672887813241664 0.0006061692187672572 0.0008860364508241848 0.000983493459308545 0.0008574363434932647
279 2790 0.016487381111901442 0 0 0.0007005517331314733 0.0877863601316948 0.003051804032029244 0.0010764652495684694 0.053528442394397066 0.0005873927195995572 0.0008546417334977165 0.0009458589594836868 0.0008518025867920891
280 2800 0.01634528928166231 0 0 0.0006863877975250334 0.08357209238827258 0.002915216449044794 0.0010701203983002835 0.053061461944369934 0.000560706917344383 0.0008265459163299375 0.0009230469103811288 0.0008158984248600558
281 2810 0.016731241506697855 0 0 0.000690892752133926 0.08701610864516399 0.002905163376496026 0.0010722943982507788 0.05789519888916091 0.000558542515382045 0.0008461366890305618 0.0009442245664825542 0.0008128967038360247
282 2820 0.01717063799702574 0 0 0.0007312539797357958 0.0898982685758817 0.0029288193033145315 0.0011190679539900645 0.05857427987140281 0.0005658261417643258 0.0008486101537853424 0.0009373614796748852 0.000819378891867602
283 2830 0.017335283344898134 0 0 0.0007162471111845847 0.09186750107635412 0.002904750482535135 0.0011072761741832378 0.05986991031965078 0.0005658099456477694 0.0008749410121887538 0.0009434928424082567 0.0008174262189159356
284 2840 0.017626875446240833 0 0 0.0007175779779241414 0.09356186976587388 0.0029319828929573557 0.0010974609831114423 0.06269587099750962 0.0005702153752788035 0.000889612411152843 0.0009244416691137329 0.0008373433998917311
285 2850 0.01717847106177367 0 0 0.0007014326874201904 0.09075654247296329 0.0028563851041878228 0.001068642008177073 0.06074127883362261 0.0005457633347842947 0.000884583724046372 0.0008944188630210677 0.0008184399663988801
286 2860 0.017199328651902473 0 0 0.0006902096574495602 0.0898041986411205 0.0028971910254147887 0.0010381392215320826 0.06269911441938061 0.00054054655502462 0.0008802234122810186 0.0008810603098147126 0.0007924308612950916
287 2870 0.017115945366128184 0 0 0.0006885043125791835 0.08815422369769625 0.002864624876399355 0.0010336469977007415 0.0626768954592143 0.0005298643242983186 0.0008584419819340777 0.0008779101308251729 0.0007699143390545235
288 2880 0.01602081547354797 0 0 0.0006385831262077567 0.08501043460590534 0.002704582140199082 0.0009535382218782908 0.059037874687159084 0.0004966291431603423 0.0008110508103664406 0.0008092148007702978 0.0007014646067481644
289 2890 0.017297669321870452 0 0 0.0006892703891068771 0.09509153995501544 0.002886814298775765 0.0010062845996418326 0.06519432957902425 0.0005346968292183937 0.0008682781699023639 0.0008594320414507708 0.0007441202451512022
290 2900 0.017037027427088437 0 0 0.0006696438676140057 0.0926517136579408 0.002794624070771751 0.000953369691639135 0.06477138956428191 0.0005095313205086038 0.0008544111296219741 0.0008385273484861887 0.0007367933603651485
291 2910 0.01573041566759146 0 0 0.0006115627217124389 0.08582802710457085 0.002545865993837019 0.0008584860448407628 0.05971453309853424 0.00046842073977153173 0.000783651780502863 0.0007718926417857142 0.0006839470363420264
292 2920 0.018246483449564244 0 0 0.0006966179554037788 0.1046943090690366 0.0028357054752184904 0.000983707000876156 0.0788687089591032 0.000521792727130867 0.0008585908917926763 0.0009005875028298923 0.0007910081605687547
293 2930 0.018176342276806375 0 0 0.0006898569051948586 0.10635545926674057 0.0027953054809004836 0.0009672118537885164 0.07903000099716684 0.0005149005987696402 0.0008565538540988888 0.0008936861755523062 0.0007565587325438285
294 2940 0.016341602972329262 0 0 0.000604746584889393 0.09021161985772867 0.0025309889458015647 0.0008471668065244512 0.0711463205707137 0.00046422799049220773 0.0007759476496664491 0.0007638175288118374 0.0006751209265231626
295 2950 0.015331821564207765 0 0 0.0005435189951232 0.08414095293738644 0.0023481060526988843 0.0007617189323935478 0.06525418281256476 0.00042770454382680363 0.0007054176301775112 0.0007040752048852083 0.0006316554916359624
296 2960 0.015430565618965459 0 0 0.0005583462150589724 0.08453117042222277 0.002396987701727343 0.0007738018083087373 0.06563526156121202 0.00043617910966456684 0.00071123133911641 0.0007027501948336181 0.0006131781011510456
297 2970 0.016993242571546704 0 0 0.0006300670089282695 0.10122276429110594 0.0026548758052271854 0.0008734293332830369 0.07076333376456775 0.0004871262062859617 0.000778865422968122 0.0007602493449364931 0.000670293304043529
298 2980 0.018120601434629614 0 0 0.0006599697795133686 0.11066351228904228 0.002697369153418647 0.0009278781650094374 0.07835818387686798 0.0005007720399840379 0.0008045598992663255 0.0007818056295980209 0.0007177542225572132
299 2990 0.018755212350491966 0 0 0.0006653419130667241 0.12366024339036165 0.002679549416193843 0.0009449822802588911 0.0806101052872943 0.0004974995649583915 0.0008118271228044514 0.0007743650401709857 0.0007300734503151183
300 3000 0.020834837518110723 0 0 0.0007229235246323566 0.13924960306473946 0.002925729888792565 0.0010207507083982326 0.09148355541651003 0.0005456609069858407 0.0008687063845535238 0.000853754627565181 0.0007882725716843845
301 3010 0.022421329656688218 0 0 0.0007710559210097201 0.15611092945837793 0.0031545037194187623 0.0010961653586566177 0.09683151946348155 0.0005834805547500884 0.0009075053017676441 0.0009036259300647335 0.0008588802720396626
302 3020 0.025221578281042264 0 0 0.0008593908991936456 0.17995194623949654 0.0034582106082834 0.0012262476596706273 0.10855292597928336 0.0006594174720216164 0.001012808372843135 0.0010233484090895776 0.0009683161958282329
303 3030 0.026491629192396636 0 0 0.0008862416595185328 0.19090767169650086 0.003609241152340154 0.0012763326820716483 0.11563250096409601 0.0006880867554033025 0.0010519062772392379 0.0010644965105021569 0.0009902457371961818
304 3040 0.027557233854708835 0 0 0.0009104977042449759 0.20179968818177277 0.0037289322970640543 0.001308681173940868 0.12148574401448181 0.0007080497035410585 0.0010960685093657932 0.0011028419288524687 0.0009644341278311433
305 3050 0.025571863890052515 0 0 0.0008095907908382534 0.19089844691350014 0.003353122363326224 0.0011711961233309726 0.11334323310212342 0.0006756417666935853 0.0010055636377209807 0.0010098463832802383 0.0008802006027727722
306 3060 0.022384824719143052 0 0 0.0006925652231776085 0.16683942460818638 0.0028987640740881313 0.000989898276034285 0.09867677410680667 0.0005937940160709701 0.0008975711064199768 0.0008458410536859535 0.0007620274310152393
307 3070 0.021474479316163354 0 0 0.0006466156567176203 0.15662251318105483 0.002713297748478821 0.0009285794215269223 0.09502280208165288 0.0005578097074105575 0.0008578642387777383 0.0008113064049205122 0.0007335862146282212
308 3080 0.020060446422373694 0 0 0.0005928602650581555 0.14791843959342887 0.002539350163643696 0.0008633912759186673 0.08789317598911428 0.0005105891409958949 0.000771793724951576 0.0007295829700871416 0.0006706326358658394
309 3090 0.018579059612859102 0 0 0.0005455702065362082 0.13242567526448906 0.0023204652857155765 0.0007804952310822104 0.08180992699894295 0.00046725399445037295 0.0006889234378160993 0.0006681416114832361 0.0006258947690905468
310 3100 0.017815553532577327 0 0 0.0005296057278620162 0.12730401844588857 0.0022007466268514253 0.0007515616713423051 0.07604548826368747 0.00044033611181876296 0.0006373512188482645 0.0006588836948458487 0.0006204866042214463
311 3110 0.016632583961359627 0 0 0.00047285094561876594 0.11837278264805341 0.0019792716548921747 0.0006884634202557558 0.07208890342230447 0.0004076866565541603 0.0005817243842862123 0.0006044611875265003 0.0005837630345977855
312 3120 0.015365616344616738 0 0 0.00042862372500881995 0.10867074235998252 0.0017290611618970963 0.0006329207385855543 0.06705156558968091 0.00036470865129017136 0.0005272696358386733 0.0005500591613435477 0.0005271622716395276
313 3130 0.013702057333809466 0 0 0.0003746301976980174 0.0959830613344008 0.0015249888922548745 0.0005552939798627041 0.05858683159783979 0.0003119506075987155 0.00045958941222126086 0.00048293689691012516 0.00046264654329625124
314 3140 0.013404921237684416 0 0 0.0003795806663506854 0.0933116707024944 0.001558609724168193 0.0005544422423519621 0.057188865429226014 0.00030904635880458516 0.00046033739326901903 0.0004807014895278556 0.00045328616688010854
315 3150 0.013798438722690954 0 0 0.00039519766959409113 0.09738197843886397 0.001628429153014555 0.0005721688798108373 0.0616687251991847 0.00031114202144010965 0.00047019829660547576 0.0004905339336163599 0.0004523836684444324
316 3160 0.013436326184014044 0 0 0.0003842105325616706 0.09477728583534019 0.0015527139357163456 0.0005583750401633032 0.06156792546070242 0.0003037265291238416 0.0004618416020216292 0.0004742519610995612 0.0004590567028730748
317 3170 0.012849464339781623 0 0 0.0003555202629542337 0.09019469516334826 0.00146139187596944 0.0005171372353596066 0.05986086208424859 0.00029237236012059204 0.00043123919419401366 0.0004435025540389632 0.00044357570885980834
318 3180 0.012479739280217348 0 0 0.0003363932684224359 0.08820990234718061 0.001403943546268242 0.0004894743178625556 0.06001998303506525 0.0002698035556410036 0.000409409388701932 0.00042252199400227906 0.00041723238561896804
319 3190 0.012138601897563467 0 0 0.0003237651185671541 0.08580990614431425 0.001362477245475537 0.00047173953451202475 0.058959502866139976 0.0002659753830589433 0.0004038134464697516 0.00040589287544158065 0.00041102842936082806
320 3200 0.011819255714876223 0 0 0.0003103953156896037 0.08167458167027508 0.0012920653527090788 0.0004577460409290699 0.056914695903338273 0.00026065457074056985 0.000387415632289364 0.0003988795729256422 0.00039281989940083564
321 3210 0.011522734409289317 0 0 0.00029792446281836916 0.08025974668571795 0.001197682662205306 0.00044224485099992667 0.05623547486940477 0.0002529639105699836 0.00036569225932333536 0.000385026663485759 0.00037330894420344615
322 3220 0.013239317055929203 0 0 0.0003321690852729393 0.10262533137168266 0.001319290316879616 0.0004968777143489278 0.07673531207321557 0.000288596957933309 0.00041345795263696925 0.0004301480943169076 0.00043126668435166147
323 3230 0.016328257090689427 0 0 0.00040664828024980883 0.1367481956899597 0.0016184816488618269 0.0006110638916813318 0.09885494045700892 0.000351570390643905 0.000510488548255195 0.0005239269192276642 0.0005295842202583555
324 3240 0.017549738580780357 0 0 0.0004281957983872389 0.14841114348381965 0.001719014055414242 0.0006361164609616631 0.10666612210593172 0.0003795499945849553 0.0005502663501733943 0.0005432288113762057 0.0005617233561616326
325 3250 0.018229866043363827 0 0 0.00044321613829919254 0.15436746634246085 0.0017616059214125152 0.0006549485936646174 0.11198695815404158 0.00039146073889498496 0.0005585662155436614 0.0005466544539575937 0.0005761116786891868
326 3260 0.017504715175401694 0 0 0.0004227598714107229 0.14619057549019807 0.0016707306178330797 0.0006101976752633617 0.1087072267851536 0.0003613791062913671 0.0005252747455419735 0.000524569896799962 0.0005444391810738925
327 3270 0.016946619133316257 0 0 0.0004015219999420195 0.14405419481541304 0.001602470676080548 0.0005844276761804354 0.10716364215207197 0.00035213040620416376 0.000499050127059689 0.0005008437496634469 0.0005150070205555968
328 3280 0.01738653622749192 0 0 0.0004030862756797808 0.14632128663409108 0.0015845730428222776 0.0005968361193617671 0.11480248822911013 0.0003445757282099363 0.0005069497223629415 0.0005231892016512513 0.0005315651738268958
329 3290 0.017067255126065092 0 0 0.00039484565085518513 0.1419668159843839 0.0015182669996692132 0.0005871100842547273 0.11265910855582467 0.00033997367257843216 0.0004972983514040035 0.0005193096803967551 0.0005059617699034341
330 3300 0.018054764980905365 0 0 0.0003937027937571601 0.1558903482488603 0.001573796639949172 0.0006044892685085988 0.12921811556922863 0.0003571850180016931 0.0005083456745802339 0.000532525148578225 0.0005301855816630081
331 3310 0.020271976378908048 0 0 0.00043609734447136575 0.18931966812722245 0.0017053776298755802 0.0006715038401279688 0.1518390643201801 0.0003912426488365307 0.0005622398155397667 0.000606893459627887 0.0005885796008434941
332 3320 0.024620277884813874 0 0 0.0005307121891519088 0.2392555853147198 0.0020111204947801295 0.0008137887417439485 0.19409601586350875 0.0004651846049684445 0.0006782412145131401 0.0007267481850904684 0.0007060065380237734
333 3330 0.026796503182203286 0 0 0.0005513389408756254 0.2647263138369139 0.0021733658232264 0.0008520098304433785 0.21256824629277152 0.0005053097017406866 0.0007146387301268432 0.0007662826413807338 0.0007485956159245823
334 3340 0.02516615672574974 0 0 0.0005042892140805349 0.2505481018989804 0.002003254702961596 0.0007715147077883929 0.1988747800758267 0.0004809482215991615 0.0006764541490997929 0.0007150091582487739 0.0006580442479656418
335 3350 0.023174426583075197 0 0 0.00045219777060679647 0.2287719381432492 0.0017561060194495914 0.0006963752793126508 0.18198976247495718 0.00044227798407593417 0.000613433886642509 0.0006509777643660044 0.0005967196043965851
336 3360 0.02082403000229831 0 0 0.000408271654688272 0.2070113628896568 0.0015827278023759581 0.0006151486751114013 0.16255464642502968 0.00039347791025350033 0.0005532038078951064 0.0005693086171459959 0.000532620501972555
337 3370 0.01897672126018464 0 0 0.00036166259630624354 0.1883158000302993 0.0014280495669732561 0.0005478260490582992 0.1467383696220471 0.0003634407062603081 0.0005027947890788283 0.000515982948437312 0.0004803358455995577
338 3380 0.016965971082054672 0 0 0.0003209207370159468 0.1673121445187332 0.001262120935038345 0.0004773800236818583 0.13124826423188565 0.0003210861901742577 0.00044523934514432544 0.00043735467666280574 0.0004180204358366906
339 3390 0.016268789765742208 0 0 0.0003099655043090142 0.16720895030899674 0.001186186490481253 0.00045093113157655034 0.12656065194411492 0.0003119978517117627 0.00043717118884356994 0.0004148767281840572 0.00039439171047321147
340 3400 0.016351978147967617 0 0 0.000310973816955564 0.169568719624882 0.0011653000933451259 0.00045221985740152447 0.12823302483145838 0.00030465899443967765 0.00043632166692210775 0.0004099010822304991 0.00039404352005511877
341 3410 0.015565137371556943 0 0 0.00028897399596404283 0.16341807662109445 0.0010900283414723491 0.0004286566946222385 0.1266781538241756 0.00028889805718716293 0.00038946293176896123 0.0003863452882424049 0.0003696920766974465
342 3420 0.015529731534730407 0 0 0.000279677652274995 0.16420766890279434 0.0011171108697520568 0.00042414542234404495 0.1276136121966456 0.0002935652091031808 0.000384377814955579 0.000377502349529535 0.0003492696934504929
343 3430 0.016152744912732244 0 0 0.0002948228367205672 0.18289771536323599 0.0011541685810236382 0.0004439934002329768 0.14187730820371947 0.00030232159903319635 0.0004014815418585062 0.0003796736114915091 0.00034820428493534893
344 3440 0.016228627650065955 0 0 0.00029868611826999725 0.18783113867805945 0.001202414725034046 0.00044877223193608764 0.144313766480874 0.00030572461116055885 0.0004007763913970836 0.00036515707860324914 0.00034915087272220196
345 3450 0.015776695810623673 0 0 0.0002867177629109331 0.18062113479216801 0.0011522248283313847 0.00041544823023779005 0.1396511686928361 0.0002914938212680454 0.00038712574066210456 0.00034706059211116137 0.00034447313911557337
346 3460 0.01432332917779979 0 0 0.00026188617897143464 0.16501301741381086 0.001015038694409916 0.0003780330896245783 0.1262924753450789 0.0002591002306864967 0.00034819646344303205 0.0003140205403398443 0.00031392991263169077
347 3470 0.014040506787983348 0 0 0.0002491745907011342 0.15412779584096264 0.0010005506494047238 0.0003649714946361907 0.12273585909152085 0.0002557012150870824 0.00033877756220362123 0.0002948278770988256 0.00029977952736693296
348 3480 0.012504753912865818 0 0 0.00021830545092742964 0.13720532547769945 0.0008455561111493769 0.00032524711696212155 0.10988705079027261 0.00022381513946099856 0.000294728375556801 0.0002465225887053222 0.00025636009829410595
349 3490 0.011217736877194798 0 0 0.00018961703731248188 0.1178110014784335 0.0007585185753946255 0.00027943833210254687 0.09611109422134793 0.00019998960748402437 0.00026381319148484496 0.00022048387658042286 0.0002247678476137834
350 3500 0.010213441819101287 0 0 0.00016994921574049667 0.11022816953048116 0.0006796061976121616 0.0002542149573198129 0.0910203775237601 0.00017763723129212837 0.000233328619270622 0.00020138930908443218 0.00020636977846310382
351 3510 0.009244385168249252 0 0 0.00015202466582442156 0.09940049684225015 0.0006226316226438594 0.00022444811463451038 0.08214934641899602 0.00016155837940377913 0.0002121530244701919 0.0001807356599086766 0.00018823840903252662
352 3520 0.008432992450330485 0 0 0.0001381780039382843 0.08987136542783634 0.0005644359481144037 0.00020423517936090033 0.07290297395221701 0.00014286337309886625 0.00019108119959094044 0.00015905676013515057 0.00017015353313116772
353 3530 0.0080501840549797 0 0 0.0001332462912525937 0.0858483542946937 0.0005417027839995527 0.00019530366296574084 0.06941976850327297 0.00013175058504892874 0.0001807216314941786 0.00015133782610977909 0.00016130916367094347
354 3540 0.0077856102514379764 0 0 0.000129025464540839 0.08804001538210482 0.0005194633132420091 0.00018862806511820354 0.06960482539268001 0.00012894580487152454 0.00017452251516893012 0.00014576284187874794 0.00015562381341297508
355 3550 0.007319310877020766 0 0 0.00011940519971621305 0.08444553711250405 0.0004820125528712875 0.000175310447037582 0.06599375885534943 0.00011830636405632639 0.00015526223784312817 0.00012912369496838935 0.0001416106318750311
356 3560 0.006895618075110344 0 0 0.00011318826054888145 0.07878782921539826 0.0004542487196806514 0.0001658776491877447 0.062062602557219515 0.0001115165019713126 0.00014815850862703875 0.00011599394350771067 0.0001340905691684572
357 3570 0.00616769250024632 0 0 9.874934373556517e-05 0.07103227682056117 0.00040116329301448405 0.00014360484451108178 0.05635196904051984 0.00010073385389950763 0.00013039429544496446 0.00010327886487275598 0.00011663777103056687
358 3580 0.005226529352885431 0 0 8.267035530880586e-05 0.06050991283844197 0.0003387083880373402 0.00011984635151731702 0.04780218595566386 8.576563935362944e-05 0.0001115719653322133 8.539109806464577e-05 9.670577694787571e-05
359 3590 0.0048698455739827114 0 0 7.711824396667883e-05 0.05692596707592346 0.0003221303052965277 0.00011066389316359355 0.044378521262543984 8.110917659047999e-05 0.0001013859643664198 8.045892888640488e-05 8.900856213401737e-05
360 3600 0.004964278433485044 0 0 7.774180852790966e-05 0.057277050697441746 0.0003207843876158187 0.00011272796627715907 0.04514978404867505 8.272104102975172e-05 0.00010445166602935857 8.225543065320231e-05 8.723360229076577e-05
361 3610 0.004735214756011177 0 0 7.125549992472478e-05 0.054122080268489456 0.00030402162127825835 0.00010645176532410719 0.043086861296005266 7.921810199624729e-05 9.728264239161826e-05 7.780144784537059e-05 8.166224450449386e-05
362 3620 0.0043359997177847935 0 0 6.470018344789117e-05 0.048756404348864274 0.0002639608468179963 9.737709638377176e-05 0.038817310380977015 7.104712375686081e-05 8.704454465102682e-05 7.027860690302486e-05 7.406552444476777e-05
363 3630 0.004086915029867319 0 0 6.15370171732856e-05 0.04699171391495566 0.00024570635021044137 9.310595813392949e-05 0.03697310881266279 6.791316637511303e-05 8.054687137577406e-05 6.517311192703534e-05 6.762334044570948e-05
364 3640 0.003696902870527713 0 0 5.699749225554679e-05 0.042102327472272806 0.00022248400263233826 8.65101700934446e-05 0.03352069474245406 5.9922148209238915e-05 7.202836311877461e-05 5.928561235688431e-05 6.0938945914929594e-05
365 3650 0.0037470926932120377 0 0 5.5835681463382485e-05 0.045962063702460844 0.00022245530696328895 8.575867290115739e-05 0.0369913376197538 6.016571016305654e-05 7.438317032153554e-05 5.968305442908742e-05 6.004878530302312e-05
366 3660 0.0033774972074113335 0 0 4.9884661394022556e-05 0.04143310293228214 0.0001980165218356901 7.661069125298087e-05 0.034003990824345354 5.396296137982297e-05 6.624943060014629e-05 5.0574245744526e-05 5.340673044932179e-05
367 3670 0.003268353607966579 0 0 4.828607790978446e-05 0.04071898912676896 0.00019171885133958174 7.40048445748592e-05 0.03242178149023382 5.2201707961841776e-05 6.424938319712843e-05 4.762265958934257e-05 5.183846384754078e-05
368 3680 0.003008654993949277 0 0 4.345485126168911e-05 0.03793462963614072 0.0001741346238416812 6.668351642020338e-05 0.02972109878710577 4.7563151665221254e-05 5.811410570667941e-05 4.3651534187229755e-05 4.705933753187009e-05
369 3690 0.003130178991674091 0 0 4.442555971695354e-05 0.0415743552015513 0.00018468622821010214 6.813046445140544e-05 0.0309920077680338 5.1419956518116635e-05 6.053307024663905e-05 4.546623251737697e-05 4.836965701407538e-05
370 3700 0.0030362466901142572 0 0 4.1642670726864144e-05 0.04115981861338312 0.00017739230560666472 6.340208755439651e-05 0.030721957506441144 4.881076464733912e-05 5.790177381277533e-05 4.404389563541904e-05 4.570101274048648e-05
371 3710 0.0027926421331484533 0 0 3.750905163007439e-05 0.037813743568949856 0.0001599212005287735 5.735165041946526e-05 0.028273870474172274 4.465439713709551e-05 5.317642159114444e-05 3.845477549717482e-05 4.011386470763999e-05
372 3720 0.0027276895238078844 0 0 3.51135797270177e-05 0.03701456276719882 0.00015209829530764762 5.5498476204188864e-05 0.027697865063060073 4.289824357724278e-05 5.093833537549161e-05 3.6520625999625274e-05 3.928000776188638e-05
373 3730 0.0026064861731415006 0 0 3.325401268068589e-05 0.033970548608675634 0.00014553770427601178 5.2336858049155865e-05 0.025894039193681582 4.079929876700369e-05 4.781471680285445e-05 3.46431452046164e-05 3.733391688139392e-05
374 3740 0.002632194857403672 0 0 3.3058814929699786e-05 0.034255130073853515 0.00013991373556781402 5.1760369475254725e-05 0.026293832482136736 3.919623226507677e-05 4.7765163642414704e-05 3.405061242589166e-05 3.604691919074127e-05
375 3750 0.0029551637875618137 0 0 3.55224608510157e-05 0.043663094528945824 0.00015920159186692527 5.658765145341889e-05 0.03336420157579438 4.5315734075598494e-05 5.302448052788394e-05 3.720631047771858e-05 3.981602228713132e-05
376 3760 0.0031421734771736 0 0 3.7863730440235905e-05 0.048067291978113 0.00016613620513179024 5.938061656336164e-05 0.03816808902353081 4.714906953484305e-05 5.616757617002465e-05 3.840585184856292e-05 4.209920088928438e-05
377 3770 0.003337702653070543 0 0 3.962831773086181e-05 0.05369574461154033 0.00016667717933057115 6.192495288472832e-05 0.042950753651995105 4.8132254393494245e-05 5.9295321968149415e-05 4.032894969994255e-05 4.359355756103304e-05
378 3780 0.0034278919436028527 0 0 4.0795246054203954e-05 0.05536723264034503 0.00017267177634733722 6.329168605998581e-05 0.04497490116794189 4.912150725891432e-05 6.183890721873305e-05 4.0511665421462024e-05 4.420643012060166e-05
379 3790 0.0030307083224994074 0 0 3.479123895219787e-05 0.04820473456218541 0.00015148075725044722 5.274696967237804e-05 0.03969843613801517 4.160340776321344e-05 5.261133312498737e-05 3.5442396969871915e-05 3.8455818367140733e-05
380 3800 0.0029331340653895115 0 0 3.3059755282549824e-05 0.04767977737230622 0.00014616603563816327 5.001447980518627e-05 0.03976071979604277 4.076491653781972e-05 5.12060058831882e-05 3.368759132522627e-05 3.7608098011277584e-05
381 3810 0.002586943271218573 0 0 2.8875246595427696e-05 0.042366544007778645 0.00012144982450976473 4.2268383326228624e-05 0.03530629043265869 3.318969431468694e-05 4.418039594696916e-05 2.9063675671747196e-05 3.255203865601069e-05
382 3820 0.002234581614640488 0 0 2.4269135069201155e-05 0.03653827583654354 0.00010087180577064254 3.6117582565850066e-05 0.03027093117769534 2.8064251956033142e-05 3.684973115194082e-05 2.464037269114687e-05 2.7957791921008238e-05
383 3830 0.0020458275046980204 0 0 2.1952805091257495e-05 0.033643985465242075 9.055409423072519e-05 3.329526817305335e-05 0.02774578161463114 2.51702874751533e-05 3.265687188177108e-05 2.1911457942476163e-05 2.493157042473095e-05
384 3840 0.001957936267612013 0 0 2.1461970315789617e-05 0.03228489118033714 8.473446938316231e-05 3.200357362935744e-05 0.026285414788284805 2.338730419817463e-05 3.043786660166338e-05 2.0386678749435282e-05 2.3891439837820095e-05
385 3850 0.0019164191171116632 0 0 2.0696652314885294e-05 0.03260840405739422 8.360413117281891e-05 3.116410083530475e-05 0.02621078372000568 2.3172272426502073e-05 2.9258537328704866e-05 1.940209718870291e-05 2.3324429299483727e-05
386 3860 0.00183082016144283 0 0 1.9623179320977553e-05 0.03145199743139565 7.906845104893098e-05 2.9333038636796807e-05 0.02549399499443231 2.1636813545698277e-05 2.7203898984087174e-05 1.8382147028555188e-05 2.1432998741195195e-05
387 3870 0.0017935837061276046 0 0 1.9096875248712006e-05 0.03222788632929888 7.577795400613891e-05 2.8849070895939612e-05 0.02586110365956522 2.0526795706453956e-05 2.6222578236497747e-05 1.7950256952023202e-05 2.011544644987117e-05
388 3880 0.0016705168235282048 0 0 1.7685263770334155e-05 0.03003168699939946 6.970309764454103e-05 2.6754785224152398e-05 0.023954963720024574 1.8839744345185122e-05 2.4167338986234378e-05 1.604434651761797e-05 1.8690862169343398e-05
389 3890 0.0016167915904415635 0 0 1.708430160132096e-05 0.029054547296442187 6.613961024825437e-05 2.6178498521400026e-05 0.02360007406720633 1.7932532797100764e-05 2.241785977764119e-05 1.5451290596138842e-05 1.7373023276680037e-05
390 3900 0.0014495160769548822 0 0 1.4754057430444094e-05 0.026192320539656783 5.88187823188851e-05 2.2533640055951137e-05 0.02127997773469798 1.6156552136152793e-05 1.9448165609881854e-05 1.3554898721904435e-05 1.5070684639863312e-05
391 3910 0.0013841547824373962 0 0 1.4117659701948497e-05 0.02374288598974148 5.4588481895768264e-05 2.1641863688664348e-05 0.019170616213248844 1.5330992903998082e-05 1.8806767529723818e-05 1.2928136884038588e-05 1.4370719675562697e-05
392 3920 0.0013746785234943963 0 0 1.4305657445055054e-05 0.024394666292162005 5.183613500167062e-05 2.1739917363361246e-05 0.019961020555966998 1.5119383186665893e-05 1.8896074296599516e-05 1.2958213815937976e-05 1.4542211343864913e-05
393 3930 0.001347165279708266 0 0 1.3886303156726672e-05 0.023598138389400225 5.1517114216757825e-05 2.1368155516935138e-05 0.019491977827367557 1.50582292448685e-05 1.8295364256427816e-05 1.2714174735043956e-05 1.4047931157855823e-05
394 3940 0.0013859929530198561 0 0 1.4169169306475145e-05 0.02587328812212169 5.237375312964417e-05 2.2253705114809536e-05 0.021858871413056306 1.5462110068682134e-05 1.8621247513163028e-05 1.2715138733269524e-05 1.4344167278146897e-05
395 3950 0.001515687514657712 0 0 1.5075459638270235e-05 0.030444801202472685 5.533265846631681e-05 2.3356432700105616e-05 0.026016847978459625 1.6689874543481418e-05 2.049961908273657e-05 1.3987278786246774e-05 1.517877944382825e-05
396 3960 0.0015884048883126399 0 0 1.5501936585151254e-05 0.03347596566394475 5.783596503097987e-05 2.402198184019011e-05 0.02827134919665045 1.7315147814587504e-05 2.1249833243250405e-05 1.460554146845791e-05 1.5112669683793673e-05
397 3970 0.0017130618686333281 0 0 1.6277360040302053e-05 0.03771845390751515 6.192760021252469e-05 2.5645480904435766e-05 0.03139661627572711 1.8661330479272674e-05 2.2022361305277648e-05 1.569897189867747e-05 1.6355862221956862e-05
398 3980 0.0016767229876700194 0 0 1.4884613461956101e-05 0.038019558930549625 5.972790955551648e-05 2.3908813334815854e-05 0.03156297347004003 1.784839937490575e-05 1.9601829073969638e-05 1.5213415380361334e-05 1.601400853892303e-05
399 3990 0.0016640858172863686 0 0 1.4543406654551405e-05 0.03833570864600382 5.8437885123845355e-05 2.3193465214642582e-05 0.031562066007652 1.7248277060619393e-05 1.914036479758411e-05 1.5175214455916561e-05 1.5505073248167865e-05
400 4000 0.0015459016732051157 0 0 1.3549511474700587e-05 0.03575297590330311 5.2123316808954324e-05 2.169960934419926e-05 0.02942620221760495 1.578840461155084e-05 1.7419968644871216e-05 1.4001695714785713e-05 1.4846849773960235e-05
401 4010 0.0013816695176712955 0 0 1.1997076482292486e-05 0.032058796770281894 4.604505781323348e-05 1.9260202417132628e-05 0.026382990770143475 1.4210595603179328e-05 1.569265993660617e-05 1.2199680829877245e-05 1.3008203431858412e-05
402 4020 0.001277648485063517 0 0 1.0991018173885291e-05 0.029480073289144693 4.24506503666881e-05 1.7165107199034852e-05 0.024177698201573145 1.3097956738560843e-05 1.4851449983418837e-05 1.1147229495084932e-05 1.1545902835160753e-05
